player1,player2,team,total_p1_to_p2,total_p2_to_p1,total2s_p1_to_p2,total2s_p2_to_p1,total3s_p1_to_p2,total3s_p2_to_p1,total,harmonic_mean,diff_between_sides
Dariq Whitehead,Walter Clayton Jr.,MEM,1,6,0,1,1,5,7,1.7142857142857142,5
Leaky Black,Will Riley,WAS,1,6,0,4,1,2,7,1.7142857142857142,5
Carter Bryant,Jordan McLaughlin,SAS,1,6,0,3,1,3,7,1.7142857142857142,5
Jaden Hardy,Justin Champagnie,WAS,1,6,1,1,0,5,7,1.7142857142857142,5
Matisse Thybulle,Sidy Cissoko,POR,1,6,0,0,1,6,7,1.7142857142857142,5
Blake Hinson,Cody Williams,UTA,1,6,1,2,0,4,7,1.7142857142857142,5
Matas Buzelis,Yuki Kawamura,CHI,1,6,0,4,1,2,7,1.7142857142857142,5
John Collins,Nicolas Batum,LAC,1,6,0,4,1,2,7,1.7142857142857142,5
Julian Phillips,Tre Jones,CHI,1,6,1,3,0,3,7,1.7142857142857142,5
Ben Saraf,Ochai Agbaji,BKN,6,1,3,1,3,0,7,1.7142857142857142,5
Aaron Holiday,Josh Okogie,HOU,6,1,3,0,3,1,7,1.7142857142857142,5
Kristaps Porziņģis,Pat Spencer,GSW,1,6,0,4,1,2,7,1.7142857142857142,5
Tre Jones,Yuki Kawamura,CHI,1,5,0,5,1,0,6,1.6666666666666667,4
Aaron Nesmith,Kam Jones,IND,1,5,0,3,1,2,6,1.6666666666666667,4
Dalen Terry,Tre Jones,CHI,1,5,1,1,0,4,6,1.6666666666666667,4
Bryce McGowens,Herbert Jones,NOP,1,5,1,2,0,3,6,1.6666666666666667,4
Moritz Wagner,Noah Penda,ORL,1,5,0,3,1,2,6,1.6666666666666667,4
Kennedy Chandler,Kyle Filipowski,UTA,5,1,4,1,1,0,6,1.6666666666666667,4
Ben Saraf,Chaney Johnson,BKN,5,1,3,1,2,0,6,1.6666666666666667,4
Brandin Podziemski,Nate Williams,GSW,5,1,4,1,1,0,6,1.6666666666666667,4
Jordan Goodwin,Nick Richards,PHX,5,1,5,1,0,0,6,1.6666666666666667,4
DaQuan Jeffries,Killian Hayes,SAC,1,5,0,3,1,2,6,1.6666666666666667,4
Javonte Green,Kevin Huerter,DET,1,5,1,4,0,1,6,1.6666666666666667,4
Craig Porter Jr.,Tyrese Proctor,CLE,5,1,3,1,2,0,6,1.6666666666666667,4
John Konchar,Vince Williams Jr.,MEM,1,5,0,1,1,4,6,1.6666666666666667,4
Jett Howard,Jevon Carter,ORL,1,5,0,2,1,3,6,1.6666666666666667,4
Jonathan Kuminga,Moses Moody,GSW,5,1,3,1,2,0,6,1.6666666666666667,4
Keaton Wallace,Kristaps Porziņģis,ATL,5,1,3,0,2,1,6,1.6666666666666667,4
Ariel Hukporti,Jalen Brunson,NYK,5,1,2,1,3,0,6,1.6666666666666667,4
Cormac Ryan,Jericho Sims,MIL,1,5,1,2,0,3,6,1.6666666666666667,4
Jaden Ivey,Javonte Green,DET,5,1,2,1,3,0,6,1.6666666666666667,4
Marvin Bagley III,Ryan Nembhard,DAL,1,5,1,2,0,3,6,1.6666666666666667,4
Micah Potter,Obi Toppin,IND,5,1,2,1,3,0,6,1.6666666666666667,4
Baylor Scheierman,Ron Harper Jr.,BOS,5,1,0,1,5,0,6,1.6666666666666667,4
Drew Eubanks,Precious Achiuwa,SAC,1,5,1,5,0,0,6,1.6666666666666667,4
Rayan Rupert,Sidy Cissoko,POR,5,1,2,0,3,1,6,1.6666666666666667,4
Austin Reaves,Maxi Kleber,LAL,1,5,1,1,0,4,6,1.6666666666666667,4
Coby White,Jevon Carter,CHI,5,1,0,0,5,1,6,1.6666666666666667,4
Adama Bal,Walter Clayton Jr.,MEM,1,5,0,0,1,5,6,1.6666666666666667,4
Dean Wade,Keon Ellis,CLE,5,1,1,0,4,1,6,1.6666666666666667,4
Bez Mbeng,Oscar Tshiebwe,UTA,5,1,5,1,0,0,6,1.6666666666666667,4
Alex Caruso,Jalen Williams,OKC,1,5,1,4,0,1,6,1.6666666666666667,4
Brandon Williams,Moussa Cisse,DAL,5,1,5,0,0,1,6,1.6666666666666667,4
Javonte Green,Marcus Sasser,DET,1,5,1,1,0,4,6,1.6666666666666667,4
Leonard Miller,Rob Dillingham,MIN,1,5,1,4,0,1,6,1.6666666666666667,4
Cody Williams,Oscar Tshiebwe,UTA,5,1,5,1,0,0,6,1.6666666666666667,4
Gabe Vincent,Jock Landale,ATL,5,1,4,0,1,1,6,1.6666666666666667,4
Alex Sarr,Trae Young,WAS,1,5,1,4,0,1,6,1.6666666666666667,4
De'Andre Hunter,Thomas Bryant,CLE,1,5,1,2,0,3,6,1.6666666666666667,4
Jalen Green,Khaman Maluach,PHX,5,1,3,0,2,1,6,1.6666666666666667,4
Guerschon Yabusele,Miles McBride,NYK,5,1,1,1,4,0,6,1.6666666666666667,4
Kevin McCullar Jr.,Mikal Bridges,NYK,5,1,1,0,4,1,6,1.6666666666666667,4
Anthony Black,Jonathan Isaac,ORL,5,1,4,1,1,0,6,1.6666666666666667,4
Rudy Gobert,Terrence Shannon Jr.,MIN,1,5,1,5,0,0,6,1.6666666666666667,4
Bronny James,Drew Timme,LAL,5,1,4,1,1,0,6,1.6666666666666667,4
Kevin Huerter,Tobias Harris,DET,1,5,1,3,0,2,6,1.6666666666666667,4
Donte DiVincenzo,Jaylen Clark,MIN,5,1,3,0,2,1,6,1.6666666666666667,4
Bogdan Bogdanović,Jordan Miller,LAC,5,1,4,1,1,0,6,1.6666666666666667,4
Bogdan Bogdanović,Kobe Sanders,LAC,4,1,1,0,3,1,5,1.6,3
Caleb Houstan,Keaton Wallace,ATL,1,4,1,0,0,4,5,1.6,3
Julian Reese,Leaky Black,WAS,4,1,1,1,3,0,5,1.6,3
Luka Garza,Ron Harper Jr.,BOS,4,1,1,1,3,0,5,1.6,3
Corey Kispert,Jonathan Kuminga,ATL,1,4,0,3,1,1,5,1.6,3
Dalen Terry,Justin Edwards,PHI,1,4,0,3,1,1,5,1.6,3
Ariel Hukporti,Miles McBride,NYK,4,1,0,1,4,0,5,1.6,3
Mitchell Robinson,Mohamed Diawara,NYK,1,4,0,4,1,0,5,1.6,3
Miles Kelly,Ryan Nembhard,DAL,1,4,0,1,1,3,5,1.6,3
Jaylen Brown,Xavier Tillman,BOS,4,1,4,0,0,1,5,1.6,3
Bez Mbeng,Elijah Harkless,UTA,4,1,1,0,3,1,5,1.6,3
Gary Payton II,Seth Curry,GSW,4,1,1,1,3,0,5,1.6,3
Jalen Smith,Rob Dillingham,CHI,1,4,0,3,1,1,5,1.6,3
Hugo González,Ron Harper Jr.,BOS,1,4,1,2,0,2,5,1.6,3
Jordan McLaughlin,Lindy Waters III,SAS,4,1,0,0,4,1,5,1.6,3
Nolan Traore,Ochai Agbaji,BKN,4,1,0,0,4,1,5,1.6,3
Cedric Coward,Taylor Hendricks,MEM,4,1,3,0,1,1,5,1.6,3
Bogdan Bogdanović,Kris Dunn,LAC,1,4,0,3,1,1,5,1.6,3
Kris Murray,Robert Williams III,POR,4,1,4,1,0,0,5,1.6,3
Kobe Brown,Obi Toppin,IND,4,1,3,0,1,1,5,1.6,3
Drew Timme,Rui Hachimura,LAL,4,1,3,0,1,1,5,1.6,3
Mouhamed Gueye,Trae Young,ATL,1,4,0,4,1,0,5,1.6,3
Khris Middleton,Klay Thompson,DAL,4,1,1,0,3,1,5,1.6,3
Coby White,Josh Green,CHA,4,1,1,0,3,1,5,1.6,3
Daniss Jenkins,Tolu Smith,DET,4,1,4,0,0,1,5,1.6,3
Amir Coffey,Collin Gillespie,PHX,4,1,0,0,4,1,5,1.6,3
Dylan Cardwell,Maxime Raynaud,SAC,4,1,3,1,1,0,5,1.6,3
MarJon Beauchamp,Trendon Watford,PHI,1,4,1,1,0,3,5,1.6,3
Bones Hyland,Leonard Miller,MIN,4,1,4,1,0,0,5,1.6,3
Ochai Agbaji,Ziaire Williams,BKN,1,4,1,4,0,0,5,1.6,3
Amir Coffey,Grayson Allen,PHX,1,4,0,1,1,3,5,1.6,3
Jamal Cain,Wendell Carter Jr.,ORL,1,4,0,2,1,2,5,1.6,3
Blake Wesley,Shaedon Sharpe,POR,4,1,3,0,1,1,5,1.6,3
Alperen Sengun,JD Davison,HOU,4,1,2,1,2,0,5,1.6,3
Bub Carrington,Leaky Black,WAS,4,1,1,0,3,1,5,1.6,3
Ochai Agbaji,Tyson Etienne,BKN,1,4,0,2,1,2,5,1.6,3
RayJ Dennis,Tony Bradley,IND,4,1,4,1,0,0,5,1.6,3
Jabari Walker,Tyrese Martin,PHI,1,4,1,3,0,1,5,1.6,3
Jonathan Isaac,Tristan da Silva,ORL,4,1,2,1,2,0,5,1.6,3
Dalen Terry,MarJon Beauchamp,PHI,4,1,2,0,2,1,5,1.6,3
Josh Giddey,Julian Phillips,CHI,4,1,2,1,2,0,5,1.6,3
Alex Sarr,Jamir Watkins,WAS,4,1,1,1,3,0,5,1.6,3
Kevon Looney,Trey Murphy III,NOP,4,1,2,1,2,0,5,1.6,3
Larry Nance Jr.,Nae'Qwan Tomlin,CLE,4,1,2,1,2,0,5,1.6,3
Julius Randle,Kyle Anderson,MIN,1,4,1,4,0,0,5,1.6,3
Chris Youngblood,Isaiah Joe,OKC,1,4,0,0,1,4,5,1.6,3
Larry Nance Jr.,Lonzo Ball,CLE,1,4,0,2,1,2,5,1.6,3
Cam Spencer,Scotty Pippen Jr.,MEM,4,1,1,0,3,1,5,1.6,3
Kyle Filipowski,Vince Williams Jr.,UTA,1,4,1,4,0,0,5,1.6,3
Dalen Terry,Matas Buzelis,CHI,4,1,1,1,3,0,5,1.6,3
Blake Hinson,John Konchar,UTA,1,4,1,1,0,3,5,1.6,3
Jordan Miller,TyTy Washington Jr.,LAC,1,4,1,3,0,1,5,1.6,3
Scoot Henderson,Vít Krejčí,POR,4,1,2,0,2,1,5,1.6,3
Dennis Schröder,Larry Nance Jr.,CLE,4,1,2,0,2,1,5,1.6,3
Pete Nance,Taurean Prince,MIL,4,1,1,1,3,0,5,1.6,3
Devin Booker,Rasheer Fleming,PHX,4,1,0,0,4,1,5,1.6,3
Donovan Clingan,Vít Krejčí,POR,4,1,2,1,2,0,5,1.6,3
Gradey Dick,Trayce Jackson-Davis,TOR,1,4,1,2,0,2,5,1.6,3
Noah Penda,Wendell Carter Jr.,ORL,4,1,4,0,0,1,5,1.6,3
Dalen Terry,Jevon Carter,CHI,4,1,0,0,4,1,5,1.6,3
De'Aaron Fox,Lindy Waters III,SAS,4,1,2,1,2,0,5,1.6,3
Jamir Watkins,Tre Johnson,WAS,4,1,1,1,3,0,5,1.6,3
LaMelo Ball,PJ Hall,CHA,1,4,0,0,1,4,5,1.6,3
Cade Cunningham,Chaz Lanier,DET,4,1,0,1,4,0,5,1.6,3
Donte DiVincenzo,Kyle Anderson,MIN,1,4,1,1,0,3,5,1.6,3
KJ Simpson,Liam McNeeley,CHA,4,1,0,1,4,0,5,1.6,3
Gary Harris,Taurean Prince,MIL,4,1,3,1,1,0,5,1.6,3
John Konchar,Oscar Tshiebwe,UTA,1,4,1,4,0,0,5,1.6,3
Cameron Payne,Dalen Terry,PHI,1,4,1,1,0,3,5,1.6,3
Kon Knueppel,Mason Plumlee,CHA,1,4,1,0,0,4,5,1.6,3
Leaky Black,Sharife Cooper,WAS,1,4,1,2,0,2,5,1.6,3
Toumani Camara,Yang Hansen,POR,1,4,1,4,0,0,5,1.6,3
Santi Aldama,Zach Edey,MEM,4,1,4,0,0,1,5,1.6,3
Dalton Knecht,Jaxson Hayes,LAL,1,4,1,2,0,2,5,1.6,3
Cam Whitmore,CJ McCollum,WAS,1,4,0,3,1,1,5,1.6,3
Caleb Martin,Jaden Hardy,DAL,4,1,1,0,3,1,5,1.6,3
D'Angelo Russell,Daniel Gafford,DAL,4,1,4,1,0,0,5,1.6,3
Javon Small,Rayan Rupert,MEM,4,1,2,1,2,0,5,1.6,3
Jaden McDaniels,Jaylen Clark,MIN,1,4,0,3,1,1,5,1.6,3
Branden Carlson,Cason Wallace,OKC,1,4,0,2,1,2,5,1.6,3
Jaden McDaniels,Rob Dillingham,MIN,1,4,1,1,0,3,5,1.6,3
Robert Williams III,Vít Krejčí,POR,1,3,0,2,1,1,4,1.5,2
Ja Morant,Vince Williams Jr.,MEM,1,3,1,2,0,1,4,1.5,2
Cam Spencer,Taj Gibson,MEM,3,1,3,0,0,1,4,1.5,2
Dejounte Murray,Karlo Matković,NOP,3,1,3,1,0,0,4,1.5,2
Moussa Diabaté,Tidjane Salaün,CHA,3,1,0,1,3,0,4,1.5,2
Kobe Bufkin,Nick Smith Jr.,LAL,3,1,1,0,2,1,4,1.5,2
Chris Youngblood,Kenrich Williams,OKC,1,3,0,0,1,3,4,1.5,2
Dejounte Murray,Yves Missi,NOP,3,1,3,1,0,0,4,1.5,2
Ethan Thompson,Tony Bradley,IND,3,1,3,1,0,0,4,1.5,2
Deandre Ayton,Jarred Vanderbilt,LAL,1,3,1,3,0,0,4,1.5,2
MarJon Beauchamp,VJ Edgecombe,PHI,1,3,0,1,1,2,4,1.5,2
Devin Booker,Nick Richards,PHX,3,1,3,1,0,0,4,1.5,2
Evan Mobley,Thomas Bryant,CLE,1,3,1,3,0,0,4,1.5,2
Jalen Wilson,Michael Porter Jr.,BKN,1,3,0,1,1,2,4,1.5,2
Gradey Dick,Ochai Agbaji,TOR,1,3,1,0,0,3,4,1.5,2
Keon Ellis,Larry Nance Jr.,CLE,3,1,2,0,1,1,4,1.5,2
Brice Sensabaugh,Jaren Jackson Jr.,UTA,1,3,1,2,0,1,4,1.5,2
Kadary Richmond,Sharife Cooper,WAS,3,1,3,0,0,1,4,1.5,2
Jabari Smith Jr.,JD Davison,HOU,1,3,0,1,1,2,4,1.5,2
Simone Fontecchio,Tyler Herro,MIA,1,3,0,2,1,1,4,1.5,2
DaRon Holmes II,Zeke Nnaji,DEN,1,3,1,1,0,2,4,1.5,2
Guerschon Yabusele,Leonard Miller,CHI,1,3,1,1,0,2,4,1.5,2
Ajay Mitchell,Ousmane Dieng,OKC,3,1,1,1,2,0,4,1.5,2
DeAndre Jordan,Dejounte Murray,NOP,1,3,1,3,0,0,4,1.5,2
Chaney Johnson,Drake Powell,BKN,3,1,3,1,0,0,4,1.5,2
Asa Newell,Mouhamed Gueye,ATL,1,3,1,1,0,2,4,1.5,2
Gary Payton II,Jonathan Kuminga,GSW,3,1,1,1,2,0,4,1.5,2
Cam Thomas,Pete Nance,MIL,3,1,1,0,2,1,4,1.5,2
Jonathan Isaac,Noah Penda,ORL,3,1,1,1,2,0,4,1.5,2
Collin Gillespie,Khaman Maluach,PHX,3,1,3,0,0,1,4,1.5,2
Collin Gillespie,Nigel Hayes-Davis,PHX,3,1,3,0,0,1,4,1.5,2
Jase Richardson,Wendell Carter Jr.,ORL,1,3,1,2,0,1,4,1.5,2
Devin Carter,Keon Ellis,SAC,3,1,2,1,1,0,4,1.5,2
AJ Johnson,Naji Marshall,DAL,3,1,3,1,0,0,4,1.5,2
AJ Johnson,John Poulakidas,DAL,3,1,2,0,1,1,4,1.5,2
Marcus Sasser,Tobias Harris,DET,3,1,2,0,1,1,4,1.5,2
Myron Gardner,Tyler Herro,MIA,3,1,2,0,1,1,4,1.5,2
Kristaps Porziņģis,Vít Krejčí,ATL,3,1,0,0,3,1,4,1.5,2
Giannis Antetokounmpo,Taurean Prince,MIL,3,1,1,1,2,0,4,1.5,2
Chris Paul,Yanic Konan Niederhäuser,LAC,3,1,3,1,0,0,4,1.5,2
John Konchar,Kevin Love,UTA,3,1,1,0,2,1,4,1.5,2
John Konchar,Svi Mykhailiuk,UTA,3,1,1,1,2,0,4,1.5,2
Obi Toppin,Taelon Peter,IND,3,1,0,0,3,1,4,1.5,2
Andrew Nembhard,Garrison Mathews,IND,3,1,0,1,3,0,4,1.5,2
Dorian Finney-Smith,Josh Okogie,HOU,1,3,1,0,0,3,4,1.5,2
Cam Spencer,Zach Edey,MEM,3,1,3,0,0,1,4,1.5,2
Elijah Harkless,Keyonte George,UTA,3,1,1,1,2,0,4,1.5,2
Taelon Peter,Tony Bradley,IND,3,1,2,0,1,1,4,1.5,2
Chris Paul,Kobe Sanders,LAC,3,1,1,0,2,1,4,1.5,2
Chet Holmgren,Ousmane Dieng,OKC,1,3,1,3,0,0,4,1.5,2
Clint Capela,Jae'Sean Tate,HOU,3,1,3,1,0,0,4,1.5,2
Caleb Martin,D'Angelo Russell,DAL,3,1,1,1,2,0,4,1.5,2
Isaiah Hartenstein,Jaylin Williams,OKC,1,3,0,3,1,0,4,1.5,2
Adama Bal,Tyler Burton,MEM,3,1,2,1,1,0,4,1.5,2
Andre Jackson Jr.,Cole Anthony,MIL,1,3,0,2,1,1,4,1.5,2
Anthony Edwards,Joan Beringer,MIN,3,1,3,0,0,1,4,1.5,2
Andre Jackson Jr.,Myles Turner,MIL,3,1,1,0,2,1,4,1.5,2
Danny Wolf,Grant Nelson,BKN,1,3,1,1,0,2,4,1.5,2
Bronny James,Maxi Kleber,LAL,3,1,1,0,2,1,4,1.5,2
Bilal Coulibaly,Julian Reese,WAS,3,1,3,0,0,1,4,1.5,2
Jase Richardson,Moritz Wagner,ORL,3,1,3,1,0,0,4,1.5,2
Christian Koloko,CJ McCollum,ATL,3,1,3,1,0,0,4,1.5,2
Bennedict Mathurin,Isaiah Jackson,IND,1,3,1,2,0,1,4,1.5,2
Lindy Waters III,Victor Wembanyama,SAS,3,1,2,0,1,1,4,1.5,2
Kel'el Ware,Myron Gardner,MIA,1,3,1,0,0,3,4,1.5,2
Bobby Portis,Pete Nance,MIL,3,1,2,1,1,0,4,1.5,2
Isaiah Jackson,Kawhi Leonard,LAC,3,1,2,1,1,0,4,1.5,2
Elijah Harkless,Kennedy Chandler,UTA,1,3,1,1,0,2,4,1.5,2
Josh Minott,Malachi Smith,BKN,1,3,1,0,0,3,4,1.5,2
Gui Santos,Malevy Leons,GSW,1,3,1,2,0,1,4,1.5,2
Lachlan Olbrich,Yuki Kawamura,CHI,1,3,0,2,1,1,4,1.5,2
Ariel Hukporti,Jose Alvarado,NYK,1,3,1,3,0,0,4,1.5,2
Malaki Branham,Tristan Vukcevic,WAS,1,3,1,1,0,2,4,1.5,2
Jarace Walker,Tony Bradley,IND,3,1,3,0,0,1,4,1.5,2
Jeremy Sochan,Tyler Kolek,NYK,1,3,0,3,1,0,4,1.5,2
E.J. Liddell,Jalen Wilson,BKN,1,3,1,1,0,2,4,1.5,2
Domantas Sabonis,Keon Ellis,SAC,3,1,1,1,2,0,4,1.5,2
Jeremy Sochan,Kelly Olynyk,SAS,1,3,0,2,1,1,4,1.5,2
Kon Knueppel,PJ Hall,CHA,3,1,3,1,0,0,4,1.5,2
Ty Jerome,Walter Clayton Jr.,MEM,3,1,2,1,1,0,4,1.5,2
Bilal Coulibaly,Malaki Branham,WAS,3,1,2,1,1,0,4,1.5,2
Jahmai Mashack,Olivier-Maxence Prosper,MEM,3,1,3,0,0,1,4,1.5,2
Leonard Miller,Matas Buzelis,CHI,3,1,1,1,2,0,4,1.5,2
Jock Landale,Ty Jerome,MEM,1,3,1,2,0,1,4,1.5,2
Dejounte Murray,Derik Queen,NOP,3,1,3,0,0,1,4,1.5,2
Alondes Williams,Kadary Richmond,WAS,3,1,3,0,0,1,4,1.5,2
Cormac Ryan,Gary Harris,MIL,1,3,0,1,1,2,4,1.5,2
Herbert Jones,Kevon Looney,NOP,1,3,1,1,0,2,4,1.5,2
Josh Okogie,Steven Adams,HOU,3,1,3,0,0,1,4,1.5,2
Dean Wade,Nae'Qwan Tomlin,CLE,3,1,2,1,1,0,4,1.5,2
Jaime Jaquez Jr.,Myron Gardner,MIA,3,1,1,0,2,1,4,1.5,2
Cam Christie,Yanic Konan Niederhäuser,LAC,3,1,3,0,0,1,4,1.5,2
Kristaps Porziņģis,LJ Cryer,GSW,3,1,1,1,2,0,4,1.5,2
Bruce Brown,DaRon Holmes II,DEN,3,1,1,1,2,0,4,1.5,2
Branden Carlson,Chris Youngblood,OKC,1,3,0,1,1,2,4,1.5,2
Franz Wagner,Jevon Carter,ORL,1,3,1,3,0,0,4,1.5,2
GG Jackson,Santi Aldama,MEM,1,3,0,1,1,2,4,1.5,2
Duop Reath,Jrue Holiday,POR,1,3,0,0,1,3,4,1.5,2
AJ Johnson,Malaki Branham,WAS,3,1,1,1,2,0,4,1.5,2
Jaren Jackson Jr.,Ty Jerome,MEM,1,3,1,1,0,2,4,1.5,2
Gradey Dick,RJ Barrett,TOR,1,3,1,2,0,1,4,1.5,2
KJ Simpson,Sion James,CHA,3,1,0,1,3,0,4,1.5,2
Cormac Ryan,Taurean Prince,MIL,1,3,0,0,1,3,4,1.5,2
Pat Connaughton,Ryan Kalkbrenner,CHA,3,1,3,0,0,1,4,1.5,2
Cam Spencer,Ty Jerome,MEM,1,3,1,1,0,2,4,1.5,2
Malachi Smith,Trevon Scott,BKN,3,1,2,1,1,0,4,1.5,2
Blake Wesley,Deni Avdija,POR,1,3,1,2,0,1,4,1.5,2
Kyle Filipowski,Oscar Tshiebwe,UTA,3,1,3,1,0,0,4,1.5,2
P.J. Washington,Tyus Jones,DAL,1,3,0,0,1,3,4,1.5,2
Jericho Sims,Pete Nance,MIL,1,3,0,3,1,0,4,1.5,2
Chris Youngblood,Ousmane Dieng,OKC,1,3,0,1,1,2,4,1.5,2
Jarrett Allen,Keon Ellis,CLE,1,3,1,3,0,0,4,1.5,2
Gary Payton II,LJ Cryer,GSW,1,3,0,1,1,2,4,1.5,2
Nick Richards,Tre Jones,CHI,1,3,1,3,0,0,4,1.5,2
Jamal Cain,Noah Penda,ORL,1,3,0,1,1,2,4,1.5,2
Bilal Coulibaly,Corey Kispert,WAS,3,1,1,0,2,1,4,1.5,2
Keon Ellis,Precious Achiuwa,SAC,1,3,0,2,1,1,4,1.5,2
Ben Sheppard,Jalen Slawson,IND,1,3,0,2,1,1,4,1.5,2
A.J. Lawson,Collin Murray-Boyles,TOR,1,2,1,1,0,1,3,1.3333333333333333,1
Brandon Williams,Ryan Nembhard,DAL,1,2,0,2,1,0,3,1.3333333333333333,1
Jaren Jackson Jr.,Olivier-Maxence Prosper,MEM,2,1,1,1,1,0,3,1.3333333333333333,1
Jock Landale,Mouhamed Gueye,ATL,2,1,1,0,1,1,3,1.3333333333333333,1
De'Anthony Melton,Nate Williams,GSW,1,2,1,1,0,1,3,1.3333333333333333,1
Dillon Brooks,Ryan Dunn,PHX,1,2,1,0,0,2,3,1.3333333333333333,1
Darius Garland,Tyrese Proctor,CLE,1,2,0,1,1,1,3,1.3333333333333333,1
Ethan Thompson,Ivica Zubac,IND,2,1,2,1,0,0,3,1.3333333333333333,1
DaRon Holmes II,Peyton Watson,DEN,1,2,1,0,0,2,3,1.3333333333333333,1
Adem Bona,Justin Edwards,PHI,2,1,0,1,2,0,3,1.3333333333333333,1
Dominick Barlow,MarJon Beauchamp,PHI,2,1,0,1,2,0,3,1.3333333333333333,1
Domantas Sabonis,Maxime Raynaud,SAC,2,1,2,1,0,0,3,1.3333333333333333,1
Ron Harper Jr.,Sam Hauser,BOS,1,2,0,1,1,1,3,1.3333333333333333,1
GG Jackson,Taylor Hendricks,MEM,1,2,0,1,1,1,3,1.3333333333333333,1
Anthony Gill,Kadary Richmond,WAS,1,2,1,2,0,0,3,1.3333333333333333,1
Cody Williams,Taylor Hendricks,UTA,1,2,0,1,1,1,3,1.3333333333333333,1
Cameron Payne,MarJon Beauchamp,PHI,2,1,2,0,0,1,3,1.3333333333333333,1
Luke Travers,Tyrese Proctor,CLE,1,2,0,2,1,0,3,1.3333333333333333,1
Aaron Gordon,Zeke Nnaji,DEN,2,1,1,1,1,0,3,1.3333333333333333,1
Andrew Wiggins,Myron Gardner,MIA,2,1,1,1,1,0,3,1.3333333333333333,1
Bronny James,Kobe Bufkin,LAL,2,1,1,0,1,1,3,1.3333333333333333,1
Kristaps Porziņģis,Will Richard,GSW,1,2,0,0,1,2,3,1.3333333333333333,1
Cooper Flagg,Dereck Lively II,DAL,2,1,2,1,0,0,3,1.3333333333333333,1
Isaiah Livers,Oso Ighodaro,PHX,2,1,2,1,0,0,3,1.3333333333333333,1
Ethan Thompson,Taelon Peter,IND,1,2,0,0,1,2,3,1.3333333333333333,1
Bennedict Mathurin,Yanic Konan Niederhäuser,LAC,2,1,2,1,0,0,3,1.3333333333333333,1
Mac McClung,Tre Jones,CHI,1,2,1,1,0,1,3,1.3333333333333333,1
Aaron Wiggins,Ousmane Dieng,OKC,1,2,0,0,1,2,3,1.3333333333333333,1
Guerschon Yabusele,Landry Shamet,NYK,2,1,0,0,2,1,3,1.3333333333333333,1
Bradley Beal,Ivica Zubac,LAC,2,1,2,0,0,1,3,1.3333333333333333,1
Bub Carrington,Trae Young,WAS,1,2,1,0,0,2,3,1.3333333333333333,1
Maxi Kleber,Rui Hachimura,LAL,2,1,1,1,1,0,3,1.3333333333333333,1
Gui Santos,Seth Curry,GSW,2,1,1,1,1,0,3,1.3333333333333333,1
LJ Cryer,Seth Curry,GSW,2,1,2,1,0,0,3,1.3333333333333333,1
John Konchar,Vince Williams Jr.,UTA,2,1,1,1,1,0,3,1.3333333333333333,1
D'Angelo Russell,Dereck Lively II,DAL,1,2,1,2,0,0,3,1.3333333333333333,1
Brook Lopez,Ivica Zubac,LAC,1,2,1,0,0,2,3,1.3333333333333333,1
John Collins,Yanic Konan Niederhäuser,LAC,2,1,2,0,0,1,3,1.3333333333333333,1
Bennedict Mathurin,Jeremiah Robinson-Earl,IND,1,2,0,1,1,1,3,1.3333333333333333,1
Anfernee Simons,Patrick Williams,CHI,1,2,1,0,0,2,3,1.3333333333333333,1
Matisse Thybulle,Vít Krejčí,POR,2,1,1,1,1,0,3,1.3333333333333333,1
Kon Knueppel,Liam McNeeley,CHA,2,1,1,0,1,1,3,1.3333333333333333,1
Isaiah Jackson,Kobe Sanders,LAC,1,2,0,2,1,0,3,1.3333333333333333,1
Anthony Davis,Caleb Martin,DAL,1,2,1,1,0,1,3,1.3333333333333333,1
Josh Minott,Ziaire Williams,BKN,1,2,1,0,0,2,3,1.3333333333333333,1
Klay Thompson,Miles Kelly,DAL,1,2,1,1,0,1,3,1.3333333333333333,1
GG Jackson,Rayan Rupert,MEM,2,1,1,1,1,0,3,1.3333333333333333,1
DeJon Jarreau,Olivier-Maxence Prosper,MEM,2,1,0,1,2,0,3,1.3333333333333333,1
Larry Nance Jr.,Sam Merrill,CLE,1,2,1,2,0,0,3,1.3333333333333333,1
Josh Minott,Ron Harper Jr.,BOS,2,1,0,0,2,1,3,1.3333333333333333,1
Alijah Martin,Jonathan Mogbo,TOR,2,1,2,1,0,0,3,1.3333333333333333,1
Jae'Sean Tate,Tari Eason,HOU,2,1,0,1,2,0,3,1.3333333333333333,1
Ace Bailey,Walker Kessler,UTA,2,1,2,0,0,1,3,1.3333333333333333,1
Christian Koloko,Santi Aldama,MEM,2,1,1,1,1,0,3,1.3333333333333333,1
Jalen Wilson,Noah Clowney,BKN,1,2,0,2,1,0,3,1.3333333333333333,1
Ace Bailey,Blake Hinson,UTA,1,2,0,2,1,0,3,1.3333333333333333,1
Julian Strawther,Spencer Jones,DEN,2,1,2,0,0,1,3,1.3333333333333333,1
Moritz Wagner,Tyus Jones,ORL,1,2,1,1,0,1,3,1.3333333333333333,1
Derik Queen,Kevon Looney,NOP,1,2,1,2,0,0,3,1.3333333333333333,1
Maxi Kleber,Nick Smith Jr.,LAL,2,1,0,0,2,1,3,1.3333333333333333,1
Jonathan Mogbo,Scottie Barnes,TOR,2,1,1,1,1,0,3,1.3333333333333333,1
Dariq Whitehead,Jahmai Mashack,MEM,1,2,0,0,1,2,3,1.3333333333333333,1
